name,location,comments count,speed,service,flavour,mean
" Baktat Kebap, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,65,8.5,8.4,8.3,8.4
" Pilavcı Dünyası, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,383,8.7,8.3,8.1,8.4
" Frango Döner & Sauce, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,217,8.5,8.5,8.1,8.4
" Waffle Company, Bakırköy (Ataköy 8. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,84,,8.4,8.3,8.4
" Cihan Derya Balık, Bahçelievler (Cumhuriyet Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,390,8.4,8.4,8.1,8.3
" Midyeci Mesut & Kokoreç, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,159,8.6,8.4,8.0,8.3
" Marmaris Hamburger, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,39,8.6,8.5,7.7,8.3
" Dürüm Co, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,61,8.7,8.3,7.9,8.3
" Cadde Kebap Hamdi Usta, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,79,8.8,8.1,7.9,8.3
" Şöhret İşkembe Kellepaça, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,117,8.5,8.2,8.0,8.2
" As Elit Kokoreç, Bakırköy (Ataköy 5. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,6,,8.3,8.2,8.2
" KFC, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,761,8.5,8.1,8.1,8.2
" Zarif Dürüm, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,237,8.4,8.4,8.0,8.3
" D. D. İşkembe, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-3-kisim,428,8.2,8.4,8.1,8.2
" The LoQma, Bakırköy (Yeşilköy Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,195,8.4,8.4,7.9,8.2
" Espressolab, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,46,,8.3,8.1,8.2
" Le Monde Du Tacos, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,293,8.1,8.4,8.1,8.2
" Çiğ Köfte Keyfim, Küçükçekmece (Yeşilova Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,14,8.5,8.1,8.0,8.2
" Efendiler Hatay Usulü Soslu Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,129,8.4,8.1,7.9,8.1
" Arby's, Bakırköy (Ataköy 6. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,307,8.4,8.0,8.0,8.1
" Suruç Ocakbaşı Cemal Usta'nın Yeri, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,76,8.4,8.1,7.9,8.1
" Közde Hatay Dürümcüsü, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,139,8.2,8.0,8.2,8.1
" Midye Kokoreç Ali Usta, Bahçelievler (Merkez Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,198,8.6,8.2,7.6,8.1
" Arby's, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,254,8.2,8.0,8.1,8.1
" Beleş Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,194,8.2,8.0,8.0,8.1
" Kokoreççi Şeref Usta, Küçükçekmece (İnönü Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,154,8.6,8.0,7.6,8.1
" Midyeci Ahmet, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,168,8.3,8.2,7.7,8.1
" Tonton Baba, Bakırköy (Ataköy 7. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,7,,8.1,7.8,7.9
" Usta Kebap & Dürüm, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,142,8.5,7.8,7.5,7.9
" Pilavcı Dünyası, Güngören (Güven Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,287,8.2,7.9,7.6,7.9
" Ustam Karadeniz Pide & Güveç, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,38,8.2,7.7,7.7,7.9
" Midyeci Koray, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,73,8.4,8.1,7.1,7.9
" Gala Kokoreç, Bahçelievler (Şirinevler Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,141,8.3,7.9,7.4,7.9
" (Acil) Burger, Bakırköy (Zeytinlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,85,7.9,7.8,7.8,7.8
" Lezzet Döner, Bahçelievler (Zafer Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,163,7.7,8.0,7.8,7.8
" Burger King, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,226,8.1,7.8,7.5,7.8
" Adana Ocakbaşı, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,53,8.1,7.7,7.5,7.8
" Ab'bas Waffle & Kumpir, Bakırköy (Kartaltepe Mah. - İncirli) ",istanbul/bakirkoy-atakoy-3-kisim,166,8.0,7.8,7.5,7.8
" Bay Kokoreç, Zeytinburnu (Beştelsiz Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,161,8.0,7.9,7.5,7.8
" Paşa Döner, Bakırköy (Cevizlik Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,514,7.9,7.6,7.7,7.7
" Adanalı Kardeşler Kebap, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,90,7.9,7.7,7.6,7.7
" Kanatçızade, Bahçelievler (Merkez Mah. - Yayla) ",istanbul/bakirkoy-atakoy-3-kisim,150,8.2,7.7,7.3,7.7
" Yakup Usta Baklava & Künefe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,24,8.1,7.9,7.2,7.7
" Künefe Cenneti, Bahçelievler (Kocasinan Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,177,7.7,7.6,7.7,7.7
" Bahçemix Büfe, Bahçelievler (Siyavuşpaşa Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,191,8.0,7.4,7.4,7.6
" Bakırköy Osmanlı Kebap, Bakırköy (Osmaniye Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,25,8.1,7.5,7.2,7.6
" Dürüm Max Zurna Dürüm, Bahçelievler (Hürriyet Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,203,7.5,7.6,7.5,7.5
" Pilavcı Dünyası, Güngören (Güven Mah. - Marmara Cad.) ",istanbul/bakirkoy-atakoy-3-kisim,171,7.6,7.4,7.3,7.4
" Popeyes, Bakırköy (Ataköy 1. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,266,7.5,7.2,7.1,7.3
" Meydan Büfe & Burger, Bahçelievler (Soğanlı Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,8,7.6,7.0,7.1,7.2
" Cafe De Papel, Bakırköy (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,1,,7.2,7.1,7.2
" 1991 Tarihi Ortaköy Kumpircisi, Bahçelievler (Soğanlı Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,389,7.4,7.1,7.0,7.2
" Popeyes, Bakırköy (Ataköy 6. Kısım) ",istanbul/bakirkoy-atakoy-3-kisim,257,7.4,7.0,6.8,7.1
" Pilavcı Dünyası, Güngören (Sanayi Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,45,7.0,6.7,6.6,6.8
" Zeyo Paket, Kağıthane (Sultan Selim / Sanayi Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,283,9.1,9.2,8.5,8.9
" Sushi İstanbul, Beşiktaş (Ulus Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,514,9.3,9.3,9.0,9.2
" Çarşamba Kebap, Fatih (Ali Kuşçu Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,25,9.0,8.7,8.6,8.8
" Köyüm Pasta & Cafe, Bayrampaşa (İsmetpaşa Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,255,8.5,8.5,8.5,8.5
" Kahta Çiğ Köfte, Küçükçekmece (Sultanmurat Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,708,9.6,9.6,9.6,9.6
" Bu Pide, Küçükçekmece (Atakent Mah. - 1. İkitelli Cad. Bölgesi) ",istanbul/bakirkoy-atakoy-3-kisim,633,9.0,9.0,8.9,9.0
" Only Sushi & Chinese, Şişli (Ergenekon Mah. - Pangaltı) ",istanbul/bakirkoy-atakoy-3-kisim,830,9.3,9.0,8.6,9.0
" Lily Gelato Tatlı & Dondurma, Beşiktaş (Dikilitaş Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,165,9.0,9.1,8.5,8.9
" Eylül Pide & Lahmacun, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bakirkoy-atakoy-3-kisim,80,8.7,8.4,8.4,8.5
" Özsaray Sac Tava, Eyüp (İslambey Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,125,8.3,8.5,8.3,8.4
" Beykoz Midye Tava, Küçükçekmece (Halkalı Merkez Mah. - Avrupa Konutları 3 Bölgesi) ",istanbul/bakirkoy-atakoy-3-kisim,40,8.8,8.6,7.4,8.3
" Home Diyet, Beylikdüzü (Gürpınar Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,33,9.6,9.8,9.7,9.7
" Fıstıklım Baklava, Şişli (Cumhuriyet Mah. - Bomonti) ",istanbul/bakirkoy-atakoy-3-kisim,132,9.4,9.3,9.2,9.3
" Kokoreçci Tekin Usta, Küçükçekmece (Yeşilova Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,267,9.4,9.3,9.2,9.3
" Fiko Gurme, Sarıyer (Poligon Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,274,9.5,9.3,9.0,9.3
" Baklava'ki, Şişli (Duatepe Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,160,9.5,9.2,9.1,9.3
" Burmalım Tatlı & Dondurma, Beşiktaş (Dikilitaş Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,187,9.4,9.2,9.1,9.2
" Eylül Su, Bahçelievler (Fevzi Çakmak Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,8,9.2,9.0,9.4,9.2
" Elina Meze, Beyoğlu (Yahya Kahya Mah. - Kasımpaşa) ",istanbul/bakirkoy-atakoy-3-kisim,190,9.2,9.2,9.1,9.2
" Bahçeşehir Meze & Salata Dünyası, Başakşehir (Bahçeşehir 2. Kısım Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,112,9.0,9.4,8.9,9.1
" Kebapçı Alim, Küçükçekmece (Atakent Mah. - 1. İkitelli Cad. Bölgesi) ",istanbul/bakirkoy-atakoy-3-kisim,210,9.1,9.0,8.8,9.0
" Akasya Etli Ekmek & Lahmacun, Bağcılar (Evren Mah. - 15 Temmuz) ",istanbul/bakirkoy-atakoy-3-kisim,231,8.9,9.0,9.0,9.0
" Dürümcü Anadolu Sofrası, Zeytinburnu (Veliefendi Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,10,9.1,9.1,8.6,8.9
" Enes Dürüm Evi, Bayrampaşa (Yenidoğan Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,359,9.0,8.8,8.7,8.8
" Mevlana Pide, Avcılar (Merkez Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,852,8.8,8.8,8.7,8.8
" Burger Extra, Zeytinburnu (Gökalp Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,272,8.8,8.8,8.7,8.8
" Sarmaci, Esenyurt (Koza Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,424,9.0,8.9,8.3,8.7
" Big & Deep Burger, Bahçelievler (Çobançeşme Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,252,8.8,8.8,8.6,8.7
" Bemhan Edirne Tava Ciğeri, Beylikdüzü (Cumhuriyet Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,173,8.6,8.8,8.7,8.7
" Kokoreç Bank, Küçükçekmece (Halkalı Merkez Mah. - Avrupa Konutları 3 Bölgesi) ",istanbul/bakirkoy-atakoy-3-kisim,136,9.0,8.7,8.3,8.7
" Moba Kokoreç Murat Usta, Büyükçekmece (Mimaroba Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,85,8.8,8.7,8.2,8.6
" Efendiler Döner & Kokoreç, Küçükçekmece (Kartaltepe Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,278,8.7,8.5,8.2,8.5
" Burger Maxi, Başakşehir (Güvercintepe Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,194,8.3,8.3,8.4,8.3
" Ensar Kanat & Kebap & Köfte, Güngören (Mareşal Çakmak Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,105,8.2,8.3,8.4,8.3
" Uğrak Osman Kebap & Kellepaça & İşkembe, Kağıthane (Merkez Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,360,8.5,8.2,8.2,8.3
" Karatava, Küçükçekmece (Fevzi Çakmak Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,101,8.2,8.5,8.1,8.3
" Cake Yard, Başakşehir (İkitelli OSB) ",istanbul/bakirkoy-atakoy-3-kisim,31,8.2,8.3,8.1,8.2
" Kasap Abla, Sarıyer (FSM Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,40,8.1,8.3,8.1,8.2
" Famoso Konak 3, Bağcılar (Fevzi Çakmak Mah. - Tabya) ",istanbul/bakirkoy-atakoy-3-kisim,11,8.3,7.9,8.2,8.1
" Tadında Döner & Kokoreç, Küçükçekmece (Tevfikbey Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,192,8.3,8.0,7.8,8.0
" Kokoreççi Kenan Usta, Arnavutköy İlçesi (Anadolu Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,30,8.6,8.0,7.6,8.1
" Şerif Kokoreç & Şırdan, Sultangazi (Cebeci Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,181,8.2,8.1,7.6,8.0
" Adana Kebap & Izgara & Dürüm, Beşiktaş (Konaklar Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,101,8.1,7.9,7.7,7.9
" Adanalım Kebap Dürüm, Kağıthane (Ortabayır Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,68,7.7,7.4,7.2,7.4
" Bereket Pide & Lahmacun, Avcılar (Yeşilkent Mah.) ",istanbul/bakirkoy-atakoy-3-kisim,14,6.7,6.7,7.2,6.9
